,StationName,WaterYear,pH,H (ueq/L),Ca (ueq/L),Mg (ueq/L),Na (ueq/L),K (ueq/L),NH4 (ueq/L),Cl (ueq/L),SO4 (ueq/L),NO3 (ueq/L),DOC (mg/L),Snow Depth (cm)
3271,SUNLIGHT PEAK CO,2005,5.2,6.3,3.5,<0.2,<1,<0.4,3.7,<0.6,3.7,6.2,<0.2,193
3272,SUNLIGHT PEAK CO,2006,5.8,1.6,10.5,1.6,2.1,0.5,5.9,1.4,6.7,9.9,0.81,224
3273,SUNLIGHT PEAK CO,2007,5.7,2,20.8,2.1,1.6,0.9,3.9,1.1,5.8,10.4,0.51,170
3274,SUNLIGHT PEAK CO,2008,5.6,2.5,20.4,3.3,4.6,0.7,5.2,2.8,5.8,9.6,0.3,226
3275,SUNLIGHT PEAK CO,2009,6.7,0.2,43.8,2.5,3.8,2.4,4.2,1.4,6.2,7.2,0.51,221
3276,SUNLIGHT PEAK CO,2010,5.4,4,7,1.6,1.2,1.5,4.5,0.8,4.4,8.9,0.4,152
3277,SUNLIGHT PEAK CO,2011,5.8,1.6,12.4,2,2,0.8,5.7,0.6,4.8,8.3,0.55,188
3278,SUNLIGHT PEAK CO,2012,5.4,4,18,3.3,2.2,1,6,1.6,5.2,7.6,0.4,132
3279,SUNLIGHT PEAK CO,2013,5.5,3.2,12.5,2.5,<0.9,<0.5,5.7,1.1,3.5,7.9,0.3,155
3280,SUNLIGHT PEAK CO,2014,5.9,1.3,10,1.6,2,1.8,6.3,1.2,5,7.3,0.66,201
3281,SUNLIGHT PEAK CO,2015,5.8,1.6,8.9,2.1,1.9,1.2,7,1.1,4.2,6.1,0.3,127
3282,SUNLIGHT PEAK CO,2016,6.4,0.4,21.9,2.5,3.5,0.7,5.4,1.4,5.6,5.9,0.31,193
3283,SUNLIGHT PEAK CO,2017,5.6,2.5,12,1.6,0.9,2.1,4.2,1.1,3.5,6,2.96,142
3284,SUNLIGHT PEAK CO,2018,6.5,0.3,24.3,3.1,4,1,6.2,2.5,4.6,6.6,0.53,150
1503,SYLVAN LAKE (IN ROAD) WY,1996,5.4,4,<3.1,<1.7,1.3,4.9,3.5,1.1,4,4.1,0.6,173
1504,SYLVAN LAKE (IN ROAD) WY,1998,5.2,6.3,1,0.8,2.6,<0.5,4,1.4,4.8,6,0.6,97
1505,SYLVAN LAKE (IN ROAD) WY,1999,5.1,7.9,2.5,<0.2,1.2,<0.4,6.2,1.1,4.8,6.2,0.4,211
1506,SYLVAN LAKE (IN ROAD) WY,2000,5.3,5,3.5,0.8,1.2,<0.4,6.2,<0.6,5,8.4,,124
1507,SYLVAN LAKE (IN ROAD) WY,2001,5.1,7.9,2.5,0.8,<1,<0.4,8.7,<0.6,7.5,8.4,0.97,61
1508,SYLVAN LAKE (IN ROAD) WY,2002,5.6,2.5,6,0.8,4.1,<0.4,4.5,1.7,5.8,6.9,0.52,94
1509,SYLVAN LAKE (IN ROAD) WY,2003,5.3,5,2,0.8,<1,<0.4,8.1,0.6,4.6,6.6,0.45,99
1510,SYLVAN LAKE (IN ROAD) WY,2004,5.3,5,2.3,0.4,1.5,0.5,4.9,0.6,4,6.4,0.36,104
1511,SYLVAN LAKE (IN ROAD) WY,2005,5.2,6.3,1,<0.2,<1,<0.4,7,<0.6,3.5,6.2,<0.2,97
1512,SYLVAN LAKE (IN ROAD) WY,2006,5.5,3.2,1,<0.2,<1,<0.4,4.7,0.8,2.7,4.9,0.42,104
1513,SYLVAN LAKE (IN ROAD) WY,2007,5.5,3.2,5.2,0.7,1.3,<0.4,6,1.1,4.8,6.1,<0.2,109
1514,SYLVAN LAKE (IN ROAD) WY,2008,5.5,3.2,3.5,<0.2,<1,<0.4,4.5,0.8,2.1,4.6,0.24,109
1515,SYLVAN LAKE (IN ROAD) WY,2009,5.5,3.2,1,<0.2,<1,0.4,4.7,0.6,1.9,4.7,0.34,89
1516,SYLVAN LAKE (IN ROAD) WY,2010,5.3,5,2.5,0.8,<1,<0.4,4.8,<0.6,2.5,5.9,0.2,76
1517,SYLVAN LAKE (IN ROAD) WY,2011,5.2,6.3,1.7,0.3,<1,<0.4,4.3,<0.6,3.1,5.3,0.25,150
1518,SYLVAN LAKE (IN ROAD) WY,2012,5.5,3.2,9,<1.6,7,<0.5,5.7,3.3,4.8,3.8,0.3,117
3289,SYLVAN LAKE (IN ROAD) WY,1996,5.4,4,<3.1,<1.7,1.3,4.9,3.5,1.1,4,4.1,0.6,173
3290,SYLVAN LAKE (IN ROAD) WY,1998,5.2,6.3,1,0.8,2.6,<0.5,4,1.4,4.8,6,0.6,97
3291,SYLVAN LAKE (IN ROAD) WY,1999,5.1,7.9,2.5,<0.2,1.2,<0.4,6.2,1.1,4.8,6.2,0.4,211
3292,SYLVAN LAKE (IN ROAD) WY,2000,5.3,5,3.5,0.8,1.2,<0.4,6.2,<0.6,5,8.4,,124
3293,SYLVAN LAKE (IN ROAD) WY,2001,5.1,7.9,2.5,0.8,<1,<0.4,8.7,<0.6,7.5,8.4,0.97,61
3294,SYLVAN LAKE (IN ROAD) WY,2002,5.6,2.5,6,0.8,4.1,<0.4,4.5,1.7,5.8,6.9,0.52,94
3295,SYLVAN LAKE (IN ROAD) WY,2003,5.3,5,2,0.8,<1,<0.4,8.1,0.6,4.6,6.6,0.45,99
3296,SYLVAN LAKE (IN ROAD) WY,2004,5.3,5,2.3,0.4,1.5,0.5,4.9,0.6,4,6.4,0.36,104
3297,SYLVAN LAKE (IN ROAD) WY,2005,5.2,6.3,1,<0.2,<1,<0.4,7,<0.6,3.5,6.2,<0.2,97
3298,SYLVAN LAKE (IN ROAD) WY,2006,5.5,3.2,1,<0.2,<1,<0.4,4.7,0.8,2.7,4.9,0.42,104
3299,SYLVAN LAKE (IN ROAD) WY,2007,5.5,3.2,5.2,0.7,1.3,<0.4,6,1.1,4.8,6.1,<0.2,109
3300,SYLVAN LAKE (IN ROAD) WY,2008,5.5,3.2,3.5,<0.2,<1,<0.4,4.5,0.8,2.1,4.6,0.24,109
3301,SYLVAN LAKE (IN ROAD) WY,2009,5.5,3.2,1,<0.2,<1,0.4,4.7,0.6,1.9,4.7,0.34,89
3302,SYLVAN LAKE (IN ROAD) WY,2010,5.3,5,2.5,0.8,<1,<0.4,4.8,<0.6,2.5,5.9,0.2,76
3303,SYLVAN LAKE (IN ROAD) WY,2011,5.2,6.3,1.7,0.3,<1,<0.4,4.3,<0.6,3.1,5.3,0.25,150
3304,SYLVAN LAKE (IN ROAD) WY,2012,5.5,3.2,9,<1.6,7,<0.5,5.7,3.3,4.8,3.8,0.3,117
1519,SYLVAN LAKE WY,1993,5.2,6.3,<3.1,<1.7,<3,<0.5,3.9,<1.1,7.3,4.9,0.2,160
1520,SYLVAN LAKE WY,1994,5.1,7.9,<3.1,<1.7,<3,0.8,7.9,2,5,6.1,0.6,114
1521,SYLVAN LAKE WY,1995,5.4,4,<3.1,<1.7,<3,<0.5,5.2,<1.1,5,5,0.9,198
1522,SYLVAN LAKE WY,1996,5.5,3.2,<3.1,<1.7,1.3,1.5,3,1.1,3.3,3.9,0.8,226
1523,SYLVAN LAKE WY,1997,5.3,5,<3.1,<1.7,,<0.5,2.2,<1.1,2.3,3.6,0.7,272
1524,SYLVAN LAKE WY,1998,5.2,6.3,1.5,0.8,1.7,<0.5,4.4,1.1,3.3,5.8,0.4,147
1525,SYLVAN LAKE WY,1999,5.3,5,2,<0.2,<1,<0.4,6.7,0.8,4.2,5,0.5,234
1526,SYLVAN LAKE WY,2000,5.4,4,4,1.6,1.6,0.5,5.8,<0.6,4,5.9,,150
1527,SYLVAN LAKE WY,2001,5.1,7.9,1.5,<0.2,<1,<0.4,7,<0.6,5,8.6,0.4,132
1528,SYLVAN LAKE WY,2002,5.4,4,3,0.8,1.1,<0.4,5.4,0.8,3.3,6.3,0.22,160
1529,SYLVAN LAKE WY,2003,5.4,4,3,0.8,<1,0.6,5.8,0.6,3.1,5.3,0.47,165
1530,SYLVAN LAKE WY,2004,5.4,4,2.8,0.4,<1,0.5,4,<0.6,3.1,5,0.57,142
1531,SYLVAN LAKE WY,2005,5.4,4,1,<0.2,<1,<0.4,6.2,<0.6,3.5,5.1,0.24,145
1532,SYLVAN LAKE WY,2006,5.5,3.2,<0.4,<0.2,<1,<0.4,4.4,0.8,2.5,4.4,<0.2,147
1533,SYLVAN LAKE WY,2007,5.5,3.2,6.4,0.8,1.3,0.7,4.2,0.8,4.4,5.4,0.44,145
1534,SYLVAN LAKE WY,2008,5.6,2.5,4,0.8,<1,0.6,5.4,0.8,2.7,4.9,0.41,178
1535,SYLVAN LAKE WY,2009,5.6,2.5,2,0.8,<1,1,6,0.8,3.1,5.1,0.71,140
1536,SYLVAN LAKE WY,2010,5.2,6.3,3,0.8,1,<0.4,6.7,0.8,4.2,8.6,0.3,119
1537,SYLVAN LAKE WY,2011,5.4,4,3.2,0.7,1.5,0.7,3.7,0.6,3.1,5.2,0.71,175
1538,SYLVAN LAKE WY,2012,5.4,4,7,<1.6,3.5,0.8,6.5,2.1,4,4.1,0.6,157
1539,SYLVAN LAKE WY,2013,5.4,4,5.5,<1.6,0.9,0.8,6.4,0.8,2.7,4.3,0.4,140
1540,SYLVAN LAKE WY,2014,6.2,0.6,9.5,1.6,3.3,1.4,8.3,1.8,4.4,4.8,0.47,188
1541,SYLVAN LAKE WY,2015,5.6,2.5,2.4,0.5,1.2,0.5,5.9,1.1,2.7,3.7,0.31,145
1542,SYLVAN LAKE WY,2016,5.6,2.5,1.5,<0.2,1.3,0.4,4.7,0.8,2.1,3.6,0.22,140
1543,SYLVAN LAKE WY,2017,5.5,3.2,2,0.8,0.9,1.1,3.8,0.6,1.5,3.4,0.64,206
1544,SYLVAN LAKE WY,2018,6,1,5.1,1.2,1,0.6,6.8,0.8,2.1,4,0.4,198
3305,SYLVAN LAKE WY,1993,5.2,6.3,<3.1,<1.7,<3,<0.5,3.9,<1.1,7.3,4.9,0.2,160
3306,SYLVAN LAKE WY,1994,5.1,7.9,<3.1,<1.7,<3,0.8,7.9,2,5,6.1,0.6,114
3307,SYLVAN LAKE WY,1995,5.4,4,<3.1,<1.7,<3,<0.5,5.2,<1.1,5,5,0.9,198
3308,SYLVAN LAKE WY,1996,5.5,3.2,<3.1,<1.7,1.3,1.5,3,1.1,3.3,3.9,0.8,226
3309,SYLVAN LAKE WY,1997,5.3,5,<3.1,<1.7,,<0.5,2.2,<1.1,2.3,3.6,0.7,272
3310,SYLVAN LAKE WY,1998,5.2,6.3,1.5,0.8,1.7,<0.5,4.4,1.1,3.3,5.8,0.4,147
3311,SYLVAN LAKE WY,1999,5.3,5,2,<0.2,<1,<0.4,6.7,0.8,4.2,5,0.5,234
3312,SYLVAN LAKE WY,2000,5.4,4,4,1.6,1.6,0.5,5.8,<0.6,4,5.9,,150
3313,SYLVAN LAKE WY,2001,5.1,7.9,1.5,<0.2,<1,<0.4,7,<0.6,5,8.6,0.4,132
3314,SYLVAN LAKE WY,2002,5.4,4,3,0.8,1.1,<0.4,5.4,0.8,3.3,6.3,0.22,160
3315,SYLVAN LAKE WY,2003,5.4,4,3,0.8,<1,0.6,5.8,0.6,3.1,5.3,0.47,165
3316,SYLVAN LAKE WY,2004,5.4,4,2.8,0.4,<1,0.5,4,<0.6,3.1,5,0.57,142
3317,SYLVAN LAKE WY,2005,5.4,4,1,<0.2,<1,<0.4,6.2,<0.6,3.5,5.1,0.24,145
3318,SYLVAN LAKE WY,2006,5.5,3.2,<0.4,<0.2,<1,<0.4,4.4,0.8,2.5,4.4,<0.2,147
3319,SYLVAN LAKE WY,2007,5.5,3.2,6.4,0.8,1.3,0.7,4.2,0.8,4.4,5.4,0.44,145
3320,SYLVAN LAKE WY,2008,5.6,2.5,4,0.8,<1,0.6,5.4,0.8,2.7,4.9,0.41,178
3321,SYLVAN LAKE WY,2009,5.6,2.5,2,0.8,<1,1,6,0.8,3.1,5.1,0.71,140
3322,SYLVAN LAKE WY,2010,5.2,6.3,3,0.8,1,<0.4,6.7,0.8,4.2,8.6,0.3,119
3323,SYLVAN LAKE WY,2011,5.4,4,3.2,0.7,1.5,0.7,3.7,0.6,3.1,5.2,0.71,175
3324,SYLVAN LAKE WY,2012,5.4,4,7,<1.6,3.5,0.8,6.5,2.1,4,4.1,0.6,157
3325,SYLVAN LAKE WY,2013,5.4,4,5.5,<1.6,0.9,0.8,6.4,0.8,2.7,4.3,0.4,140
3326,SYLVAN LAKE WY,2014,6.2,0.6,9.5,1.6,3.3,1.4,8.3,1.8,4.4,4.8,0.47,188
3327,SYLVAN LAKE WY,2015,5.6,2.5,2.4,0.5,1.2,0.5,5.9,1.1,2.7,3.7,0.31,145
3328,SYLVAN LAKE WY,2016,5.6,2.5,1.5,<0.2,1.3,0.4,4.7,0.8,2.1,3.6,0.22,140
3329,SYLVAN LAKE WY,2017,5.5,3.2,2,0.8,0.9,1.1,3.8,0.6,1.5,3.4,0.64,206
3330,SYLVAN LAKE WY,2018,6,1,5.1,1.2,1,0.6,6.8,0.8,2.1,4,0.4,198
1545,TAOS SKI VALLEY NM,2000,5.4,4,15.4,2.5,1.4,1,5.4,<0.6,8.1,11.1,1,152
1546,TAOS SKI VALLEY NM,2001,5.2,6.3,7.7,1.1,1.7,1,7.3,<0.6,10.6,12.8,0.83,259
1547,TAOS SKI VALLEY NM,2002,6,1,29.4,4,4,4.4,7.2,3.1,12.7,20.1,1.83,124
1548,TAOS SKI VALLEY NM,2003,5.4,4,9.5,2.5,1.5,0.5,5.5,1.1,6.2,9,0.6,231
1549,TAOS SKI VALLEY NM,2004,5,10,4.1,0.6,<1,0.9,4.3,0.6,3.7,6.6,0.78,114
1550,TAOS SKI VALLEY NM,2005,5.2,6.3,14.9,1.6,4.2,1.6,5.7,0.8,12.3,9.4,0.68,201
1551,TAOS SKI VALLEY NM,2006,6.5,0.3,61.4,6.5,6.3,3.5,9.7,4.5,27.1,21.3,1.57,79
1552,TAOS SKI VALLEY NM,2007,6.1,0.8,16.8,14.4,2.3,6.5,1.9,2,11.5,11.5,1.55,142
1553,TAOS SKI VALLEY NM,2008,5.3,5,10.5,1.6,1.5,3.4,3.9,1.4,5.6,6.4,1.19,218
1554,TAOS SKI VALLEY NM,2009,5.8,1.6,15.4,1.6,2,2.5,6.9,1.7,11.5,9.2,1.61,160
1555,TAOS SKI VALLEY NM,2010,5.8,1.6,16.4,2.5,1.7,2,6.4,1.1,10.4,8.1,0.92,188
1556,TAOS SKI VALLEY NM,2011,5.9,1.3,39.9,5.8,4.9,6.3,1.5,2.5,14.8,13,3.81,109
1557,TAOS SKI VALLEY NM,2012,5.7,2,57.4,8.2,3.9,4.6,4.4,2.9,14.2,10.2,1.6,150
1558,TAOS SKI VALLEY NM,2013,5.4,4,20.5,4.1,1.7,3.8,6.4,1.7,6.7,8.6,1.4,135
1559,TAOS SKI VALLEY NM,2014,6.5,0.3,37.4,4.1,2.7,2.4,6,1.7,15.2,9.4,0.88,104
1560,TAOS SKI VALLEY NM,2015,5.8,1.6,11.7,1.6,1.5,1,6.8,1.1,7.3,6.6,0.48,178
1561,TAOS SKI VALLEY NM,2016,6,1,11,1.6,2.6,3,5.2,2,5.4,6.4,0.72,163
1562,TAOS SKI VALLEY NM,2017,6.5,0.3,71.4,6.5,3.5,2.7,4.1,1.4,35.4,6.8,1.1,198
1563,TAOS SKI VALLEY NM,2018,6.4,0.4,31.1,4.3,4.4,3.7,8,3.7,9.2,10.1,2.73,61
3331,TAOS SKI VALLEY NM,2000,5.4,4,15.4,2.5,1.4,1,5.4,<0.6,8.1,11.1,1,152
3332,TAOS SKI VALLEY NM,2001,5.2,6.3,7.7,1.1,1.7,1,7.3,<0.6,10.6,12.8,0.83,259
3333,TAOS SKI VALLEY NM,2002,6,1,29.4,4,4,4.4,7.2,3.1,12.7,20.1,1.83,124
3334,TAOS SKI VALLEY NM,2003,5.4,4,9.5,2.5,1.5,0.5,5.5,1.1,6.2,9,0.6,231
3335,TAOS SKI VALLEY NM,2004,5,10,4.1,0.6,<1,0.9,4.3,0.6,3.7,6.6,0.78,114
3336,TAOS SKI VALLEY NM,2005,5.2,6.3,14.9,1.6,4.2,1.6,5.7,0.8,12.3,9.4,0.68,201
3337,TAOS SKI VALLEY NM,2006,6.5,0.3,61.4,6.5,6.3,3.5,9.7,4.5,27.1,21.3,1.57,79
3338,TAOS SKI VALLEY NM,2007,6.1,0.8,16.8,14.4,2.3,6.5,1.9,2,11.5,11.5,1.55,142
3339,TAOS SKI VALLEY NM,2008,5.3,5,10.5,1.6,1.5,3.4,3.9,1.4,5.6,6.4,1.19,218
3340,TAOS SKI VALLEY NM,2009,5.8,1.6,15.4,1.6,2,2.5,6.9,1.7,11.5,9.2,1.61,160
3341,TAOS SKI VALLEY NM,2010,5.8,1.6,16.4,2.5,1.7,2,6.4,1.1,10.4,8.1,0.92,188
3342,TAOS SKI VALLEY NM,2011,5.9,1.3,39.9,5.8,4.9,6.3,1.5,2.5,14.8,13,3.81,109
3343,TAOS SKI VALLEY NM,2012,5.7,2,57.4,8.2,3.9,4.6,4.4,2.9,14.2,10.2,1.6,150
3344,TAOS SKI VALLEY NM,2013,5.4,4,20.5,4.1,1.7,3.8,6.4,1.7,6.7,8.6,1.4,135
3345,TAOS SKI VALLEY NM,2014,6.5,0.3,37.4,4.1,2.7,2.4,6,1.7,15.2,9.4,0.88,104
3346,TAOS SKI VALLEY NM,2015,5.8,1.6,11.7,1.6,1.5,1,6.8,1.1,7.3,6.6,0.48,178
3347,TAOS SKI VALLEY NM,2016,6,1,11,1.6,2.6,3,5.2,2,5.4,6.4,0.72,163
3348,TAOS SKI VALLEY NM,2017,6.5,0.3,71.4,6.5,3.5,2.7,4.1,1.4,35.4,6.8,1.1,198
3349,TAOS SKI VALLEY NM,2018,6.4,0.4,31.1,4.3,4.4,3.7,8,3.7,9.2,10.1,2.73,61
1566,TETON PASS WY,1993,5.7,2,7.5,2.1,<3,0.8,5.7,3.1,6.9,9.3,0.5,127
1567,TETON PASS WY,1994,6.6,0.3,23.9,9,10,5.6,13.2,7.1,11.7,12.4,2.6,155
1568,TETON PASS WY,1995,5.7,2,8.5,2.5,4.3,1,5.8,2.3,7.1,6.9,1,140
1569,TETON PASS WY,1996,5.9,1.3,8.2,2.6,3,2.6,4.2,2.3,4.6,4.9,1,188
1570,TETON PASS WY,1997,5.3,5,3.1,<1.7,,1,3.5,<1.1,3.7,4,1.3,277
1571,TETON PASS WY,1998,5.5,3.2,7,2.5,2.6,0.5,5.3,2.3,4.8,8.4,0.4,124
1572,TETON PASS WY,1999,6.4,0.4,11.5,4,4.6,0.6,7.3,2.3,8.3,7.3,0.5,160
1573,TETON PASS WY,2000,6.2,0.6,20.9,6.5,4.2,1.2,8.8,2,6.7,7.8,1.2,157
1574,TETON PASS WY,2001,6.2,0.6,20.9,10.5,3.9,3,11.8,3.1,9.4,12.5,1.47,130
1575,TETON PASS WY,2002,5.7,2,8.5,2.5,2.5,1.7,9.3,1.4,6.9,9.2,0.82,155
1576,TETON PASS WY,2003,6.2,0.6,23.9,5.7,5,3,9.2,2.5,7.3,8.6,1.62,203
1577,TETON PASS WY,2004,6,1,8.6,2.9,1.6,1.9,5.5,1.4,4.4,6.5,0.72,198
1578,TETON PASS WY,2005,5.9,1.3,8.5,2.5,3.9,0.6,8.2,1.4,7.7,7.9,0.52,188
1579,TETON PASS WY,2006,5.8,1.6,5,1.6,2.7,1.4,5.7,2.3,4.2,5.1,,269
1580,TETON PASS WY,2007,6,1,8.7,2.9,2,2.6,6.9,1.7,5.2,6.9,0.8,160
1581,TETON PASS WY,2008,5.6,2.5,8,1.6,1.6,0.8,9.6,1.7,3.7,6.6,0.33,221
1582,TETON PASS WY,2009,6.4,0.4,17.4,4,9.3,2.6,6.4,7.3,5.8,5.7,0.9,175
1583,TETON PASS WY,2010,5.9,1.3,11.5,3.3,4.3,2.2,9.1,3.1,5.2,9,0.64,122
1584,TETON PASS WY,2011,6,1,17.2,5.1,2.9,5.2,12.3,2.3,4.4,7.1,3.51,264
1585,TETON PASS WY,2012,5.7,2,29.9,6.6,16.5,3.1,9.7,10.3,8.3,5.9,1.3,185
1586,TETON PASS WY,2013,5.6,2.5,16,5.8,2.6,1.5,11.4,3.4,4.2,7.1,0.7,160
1587,TETON PASS WY,2014,6.4,0.4,9.5,1.6,4.9,1.2,8.6,2.5,4.4,5.2,0.52,284
1588,TETON PASS WY,2015,5.9,1.3,8.1,2.7,5.4,2.8,6.3,3.1,4.4,4.8,0.78,142
1589,TETON PASS WY,2016,6.2,0.6,16.4,5.7,5.7,2.3,5.8,4.2,4.2,4.9,0.76,168
1590,TETON PASS WY,2017,5.9,1.3,6,1.6,1.3,2,4.7,2.3,2.3,3.9,0.87,254
1591,TETON PASS WY,2018,6.6,0.3,14.2,4,3.8,3.5,7.4,3.4,3.3,5.8,1.17,165
3352,TETON PASS WY,1993,5.7,2,7.5,2.1,<3,0.8,5.7,3.1,6.9,9.3,0.5,127
3353,TETON PASS WY,1994,6.6,0.3,23.9,9,10,5.6,13.2,7.1,11.7,12.4,2.6,155
3354,TETON PASS WY,1995,5.7,2,8.5,2.5,4.3,1,5.8,2.3,7.1,6.9,1,140
3355,TETON PASS WY,1996,5.9,1.3,8.2,2.6,3,2.6,4.2,2.3,4.6,4.9,1,188
3356,TETON PASS WY,1997,5.3,5,3.1,<1.7,,1,3.5,<1.1,3.7,4,1.3,277
3357,TETON PASS WY,1998,5.5,3.2,7,2.5,2.6,0.5,5.3,2.3,4.8,8.4,0.4,124
3358,TETON PASS WY,1999,6.4,0.4,11.5,4,4.6,0.6,7.3,2.3,8.3,7.3,0.5,160
3359,TETON PASS WY,2000,6.2,0.6,20.9,6.5,4.2,1.2,8.8,2,6.7,7.8,1.2,157
3360,TETON PASS WY,2001,6.2,0.6,20.9,10.5,3.9,3,11.8,3.1,9.4,12.5,1.47,130
3361,TETON PASS WY,2002,5.7,2,8.5,2.5,2.5,1.7,9.3,1.4,6.9,9.2,0.82,155
3362,TETON PASS WY,2003,6.2,0.6,23.9,5.7,5,3,9.2,2.5,7.3,8.6,1.62,203
3363,TETON PASS WY,2004,6,1,8.6,2.9,1.6,1.9,5.5,1.4,4.4,6.5,0.72,198
3364,TETON PASS WY,2005,5.9,1.3,8.5,2.5,3.9,0.6,8.2,1.4,7.7,7.9,0.52,188
3365,TETON PASS WY,2006,5.8,1.6,5,1.6,2.7,1.4,5.7,2.3,4.2,5.1,,269
3366,TETON PASS WY,2007,6,1,8.7,2.9,2,2.6,6.9,1.7,5.2,6.9,0.8,160
3367,TETON PASS WY,2008,5.6,2.5,8,1.6,1.6,0.8,9.6,1.7,3.7,6.6,0.33,221
3368,TETON PASS WY,2009,6.4,0.4,17.4,4,9.3,2.6,6.4,7.3,5.8,5.7,0.9,175
3369,TETON PASS WY,2010,5.9,1.3,11.5,3.3,4.3,2.2,9.1,3.1,5.2,9,0.64,122
3370,TETON PASS WY,2011,6,1,17.2,5.1,2.9,5.2,12.3,2.3,4.4,7.1,3.51,264
3371,TETON PASS WY,2012,5.7,2,29.9,6.6,16.5,3.1,9.7,10.3,8.3,5.9,1.3,185
3372,TETON PASS WY,2013,5.6,2.5,16,5.8,2.6,1.5,11.4,3.4,4.2,7.1,0.7,160
3373,TETON PASS WY,2014,6.4,0.4,9.5,1.6,4.9,1.2,8.6,2.5,4.4,5.2,0.52,284
3374,TETON PASS WY,2015,5.9,1.3,8.1,2.7,5.4,2.8,6.3,3.1,4.4,4.8,0.78,142
3375,TETON PASS WY,2016,6.2,0.6,16.4,5.7,5.7,2.3,5.8,4.2,4.2,4.9,0.76,168
3376,TETON PASS WY,2017,5.9,1.3,6,1.6,1.3,2,4.7,2.3,2.3,3.9,0.87,254
3377,TETON PASS WY,2018,6.6,0.3,14.2,4,3.8,3.5,7.4,3.4,3.3,5.8,1.17,165
1592,TOGWOTEE PASS WY,1993,5.3,5,<3.1,<1.7,<3,0.5,2.9,<1.1,4.4,3.9,0.3,170
1593,TOGWOTEE PASS WY,1994,5.9,1.3,7.5,<1.7,5.7,0.5,5.7,2.3,7.3,7.8,0.6,155
1594,TOGWOTEE PASS WY,1995,5.4,4,4,<1.7,<3,<0.5,3.2,<1.1,4.6,4.9,0.5,221
1595,TOGWOTEE PASS WY,1996,5.5,3.2,5.3,<1.7,1.7,1.3,2.5,1.1,3.5,4.2,0.7,254
1596,TOGWOTEE PASS WY,1997,5.2,6.3,<3.1,<1.7,,<0.5,1.2,<1.1,2.5,1.7,0.8,259
1597,TOGWOTEE PASS WY,1998,5.3,5,3,0.8,3,<0.5,2.3,1.1,3.5,4.7,0.4,178
1598,TOGWOTEE PASS WY,1999,5.4,4,3,0.8,<1,0.7,4.2,1.1,3.5,4.6,0.5,175
1599,TOGWOTEE PASS WY,2000,5.5,3.2,3.5,0.8,1,<0.4,3.2,<0.6,2.5,4.2,0.43,163
1600,TOGWOTEE PASS WY,2001,5.4,4,4,0.8,1,0.5,3.5,<0.6,4,7.1,0.5,122
1601,TOGWOTEE PASS WY,2002,5.6,2.5,6.5,1.6,2.1,0.9,5.4,1.4,4.8,6.8,0.53,203
1602,TOGWOTEE PASS WY,2003,5.7,2,9,2.5,2.2,1,5.7,1.1,4.2,5.8,0.69,218
1603,TOGWOTEE PASS WY,2004,5.7,2,4.6,0.7,1.7,0.8,3.4,0.6,3.5,5,0.48,137
1604,TOGWOTEE PASS WY,2005,5.4,4,3,0.8,<1,0.8,3.9,0.6,3.1,5.4,0.23,109
1605,TOGWOTEE PASS WY,2006,5.4,4,3,0.8,1.1,<0.4,3.2,1.1,2.5,4.6,3.84,155
1606,TOGWOTEE PASS WY,2007,5.6,2.5,7.2,2.2,<1,5.4,2.7,1.4,3.7,5.1,1.3,122
1607,TOGWOTEE PASS WY,2008,5.7,2,5.5,0.8,1.3,0.6,5,1.1,2.7,4.1,0.27,254
1608,TOGWOTEE PASS WY,2009,6.2,0.6,10.5,1.6,6.8,0.6,4.2,4.5,4.6,4.1,0.41,259
1609,TOGWOTEE PASS WY,2010,5.4,4,5,1.6,1.3,<0.4,4.4,1.1,3.1,5.5,0.22,150
1610,TOGWOTEE PASS WY,2011,5.6,2.5,4.1,0.8,1.7,0.6,3.5,0.8,2.1,4.1,0.34,287
1611,TOGWOTEE PASS WY,2012,5.2,6.3,8,1.6,2.6,1,3.2,2.1,7.1,3.4,0.6,203
1612,TOGWOTEE PASS WY,2013,5.3,5,4.5,<1.6,<0.9,<0.5,5,0.8,2.3,4.3,0.3,165
1613,TOGWOTEE PASS WY,2014,6,1,5.5,0.8,1.9,0.4,4.9,1.1,3.1,4.1,0.24,315
1614,TOGWOTEE PASS WY,2015,5.6,2.5,3.2,0.8,2.1,0.6,4.4,1.4,2.3,2.8,<0.2,178
1615,TOGWOTEE PASS WY,2016,5.7,2,3,<0.2,2.2,0.3,4.9,1.1,1.9,2.9,<0.2,203
1616,TOGWOTEE PASS WY,2017,5.8,1.6,4,0.8,2.2,0.4,3,1.1,2.5,3.1,<0.2,262
1617,TOGWOTEE PASS WY,2018,5.9,1.3,5,1.2,1.3,0.7,4.9,1.1,2.3,3.5,0.28,257
3378,TOGWOTEE PASS WY,1993,5.3,5,<3.1,<1.7,<3,0.5,2.9,<1.1,4.4,3.9,0.3,170
3379,TOGWOTEE PASS WY,1994,5.9,1.3,7.5,<1.7,5.7,0.5,5.7,2.3,7.3,7.8,0.6,155
3380,TOGWOTEE PASS WY,1995,5.4,4,4,<1.7,<3,<0.5,3.2,<1.1,4.6,4.9,0.5,221
3381,TOGWOTEE PASS WY,1996,5.5,3.2,5.3,<1.7,1.7,1.3,2.5,1.1,3.5,4.2,0.7,254
